seq,is_fraud,pattern,episode
1664,0,normal,
1665,0,normal,
1666,0,normal,
1667,0,normal,
1668,0,normal,
1669,0,normal,
1670,0,normal,
1671,0,normal,
1672,0,normal,
1673,0,normal,
1674,0,normal,
1675,0,normal,
1676,0,normal,
1677,0,normal,
1678,0,normal,
1679,0,normal,
1680,0,normal,
1681,0,normal,
1682,0,normal,
1683,0,normal,
1684,0,normal,
1685,0,normal,
1686,0,normal,
1687,0,normal,
1688,0,normal,
1689,0,normal,
1690,0,normal,
1691,0,normal,
1692,0,normal,
1693,0,normal,
1694,0,normal,
1695,0,normal,
1696,0,normal,
1697,0,normal,
1698,0,normal,
1699,0,normal,
1700,0,normal,
1701,0,normal,
1702,0,normal,
1703,0,normal,
1704,0,normal,
1705,0,normal,
1706,0,normal,
1707,0,normal,
1708,0,normal,
1709,0,normal,
1710,0,normal,
1711,0,normal,
1712,0,normal,
1713,0,normal,
1714,0,normal,
1715,0,normal,
1716,0,normal,
1717,0,normal,
1718,0,normal,
1719,0,normal,
1720,0,normal,
1721,0,normal,
1722,0,normal,
1723,0,normal,
1724,0,normal,
1725,0,normal,
1726,0,normal,
1727,0,normal,
1728,0,normal,
1729,0,normal,
1730,0,normal,
1731,0,normal,
1732,0,normal,
1733,0,normal,
1734,0,normal,
1735,0,normal,
1736,0,normal,
1737,0,normal,
1738,0,normal,
1739,0,normal,
1740,0,normal,
1741,0,normal,
1742,0,normal,
1743,0,normal,
1744,0,normal,
1745,0,normal,
1746,0,normal,
1747,0,normal,
1748,0,normal,
1749,0,normal,
1750,0,normal,
1751,0,normal,
1752,0,normal,
1753,0,normal,
1754,0,normal,
1755,0,normal,
1756,0,normal,
1757,0,normal,
1758,0,normal,
1759,0,normal,
1760,0,normal,
1761,0,normal,
1762,0,normal,
1763,0,normal,
1764,0,normal,
1765,0,normal,
1766,0,normal,
1767,0,normal,
1768,0,normal,
1769,0,normal,
1770,0,normal,
1771,0,normal,
1772,0,normal,
1773,0,normal,
1774,0,normal,
1775,0,normal,
1776,0,normal,
1777,0,normal,
1778,0,normal,
1779,0,normal,
1780,0,normal,
1781,0,normal,
1782,0,normal,
1783,0,normal,
1784,0,normal,
1785,0,normal,
1786,0,normal,
1787,0,normal,
1788,0,normal,
1789,0,normal,
1790,0,normal,
1791,0,normal,
1792,0,normal,
1793,0,normal,
1794,0,normal,
1795,0,normal,
1796,0,normal,
1797,0,normal,
1798,0,normal,
1799,0,normal,
1800,0,normal,
1801,0,normal,
1802,0,normal,
1803,0,normal,
1804,0,normal,
1805,0,normal,
1806,0,normal,
1807,0,normal,
1808,0,normal,
1809,0,normal,
1810,0,normal,
1811,0,normal,
1812,0,normal,
1813,0,normal,
1814,0,normal,
1815,0,normal,
1816,0,normal,
1817,0,normal,
1818,0,normal,
1819,0,normal,
1820,0,normal,
1821,0,normal,
1822,0,normal,
1823,0,normal,
1824,0,normal,
1825,0,normal,
1826,0,normal,
1827,0,normal,
1828,0,normal,
1829,0,normal,
1830,0,normal,
1831,0,normal,
1832,0,normal,
1833,0,normal,
1834,0,normal,
1835,0,normal,
1836,0,normal,
1837,0,normal,
1838,0,normal,
1839,0,normal,
1840,0,normal,
1841,0,normal,
1842,0,normal,
1843,0,normal,
1844,0,normal,
1845,0,normal,
1846,0,normal,
1847,0,normal,
1848,0,normal,
1849,0,normal,
1850,0,normal,
1851,0,normal,
1852,0,normal,
1853,0,normal,
1854,0,normal,
1855,0,normal,
1856,0,normal,
1857,0,normal,
1858,0,normal,
1859,0,normal,
1860,0,normal,
1861,0,normal,
1862,0,normal,
1863,0,normal,
1864,0,normal,
1865,0,normal,
1866,0,normal,
1867,0,normal,
1868,0,normal,
1869,0,normal,
1870,0,normal,
1871,0,normal,
1872,0,normal,
1873,0,normal,
1874,0,normal,
1875,0,normal,
1876,0,normal,
1877,0,normal,
1878,0,normal,
1879,0,normal,
1880,0,normal,
1881,0,normal,
1882,0,normal,
1883,0,normal,
1884,0,normal,
1885,0,normal,
1886,0,normal,
1887,0,normal,
1888,0,normal,
1889,0,normal,
1890,0,normal,
1891,0,normal,
1892,0,normal,
1893,0,normal,
1894,0,normal,
1895,0,normal,
1896,0,normal,
1897,0,normal,
1898,0,normal,
1899,0,normal,
1900,0,normal,
1901,0,normal,
1902,0,normal,
1903,0,normal,
1904,0,normal,
1905,0,normal,
1906,0,normal,
1907,0,normal,
1908,0,normal,
1909,0,normal,
1910,0,normal,
1911,0,normal,
1912,0,normal,
1913,0,normal,
1914,0,normal,
1915,0,normal,
1916,0,normal,
1917,0,normal,
1918,0,normal,
1919,0,normal,
1920,0,normal,
1921,0,normal,
1922,0,normal,
1923,0,normal,
1924,0,normal,
1925,0,normal,
1926,0,normal,
1927,0,normal,
1928,0,normal,
1929,0,normal,
1930,0,normal,
1931,0,normal,
1932,0,normal,
1933,0,normal,
1934,0,normal,
1935,0,normal,
1936,0,normal,
1937,0,normal,
1938,0,normal,
1939,0,normal,
1940,0,normal,
1941,0,normal,
1942,0,normal,
1943,0,normal,
1944,0,normal,
1945,0,normal,
1946,0,normal,
1947,0,normal,
1948,0,normal,
1949,0,normal,
1950,0,normal,
1951,0,normal,
1952,0,normal,
1953,0,normal,
1954,0,normal,
1955,0,normal,
1956,0,normal,
1957,0,normal,
1958,0,normal,
1959,0,normal,
1960,0,normal,
1961,0,normal,
1962,0,normal,
1963,0,normal,
1964,0,normal,
1965,0,normal,
1966,0,normal,
1967,0,normal,
1968,0,normal,
1969,0,normal,
1970,0,normal,
1971,0,normal,
1972,0,normal,
1973,0,normal,
1974,0,normal,
1975,0,normal,
1976,0,normal,
1977,0,normal,
1978,0,normal,
1979,0,normal,
1980,0,normal,
1981,0,normal,
1982,0,normal,
1983,0,normal,
1984,0,normal,
1985,0,normal,
1986,0,normal,
1987,0,normal,
1988,0,normal,
1989,0,normal,
1990,0,normal,
1991,0,normal,
1992,0,normal,
1993,0,normal,
1994,0,normal,
1995,0,normal,
1996,0,normal,
1997,0,normal,
1998,0,normal,
1999,0,normal,
2000,0,normal,
2001,0,normal,
2002,0,normal,
2003,0,normal,
2004,0,normal,
2005,0,normal,
2006,0,normal,
2007,0,normal,
2008,0,normal,
2009,0,normal,
2010,0,normal,
2011,0,normal,
2012,0,normal,
2013,0,normal,
2014,0,normal,
2015,0,normal,
2016,0,normal,
2017,0,normal,
2018,0,normal,
2019,0,normal,
2020,0,normal,
2021,0,normal,
2022,0,normal,
2023,0,normal,
2024,0,normal,
2025,0,normal,
2026,0,normal,
2027,0,normal,
2028,0,normal,
2029,0,normal,
2030,0,normal,
2031,0,normal,
2032,0,normal,
2033,0,normal,
2034,0,normal,
2035,0,normal,
2036,0,normal,
2037,0,normal,
2038,0,normal,
2039,0,normal,
2040,0,normal,
2041,0,normal,
2042,0,normal,
2043,0,normal,
2044,0,normal,
2045,0,normal,
2046,0,normal,
2047,0,normal,
2048,0,normal,
2049,0,normal,
2050,0,normal,
2051,0,normal,
2052,0,normal,
2053,0,normal,
2054,0,normal,
2055,0,normal,
2056,0,normal,
2057,0,normal,
2058,0,normal,
2059,0,normal,
2060,0,normal,
2061,0,normal,
2062,0,normal,
2063,0,normal,
2064,0,normal,
2065,0,normal,
2066,0,normal,
2067,0,normal,
2068,0,normal,
2069,0,normal,
2070,0,normal,
2071,0,normal,
2072,0,normal,
2073,0,normal,
2074,0,normal,
2075,0,normal,
2076,0,normal,
2077,0,normal,
2078,0,normal,
2079,0,normal,
2080,0,normal,
2081,0,normal,
2082,0,normal,
2083,0,normal,
2084,0,normal,
2085,0,normal,
2086,0,normal,
2087,0,normal,
2088,0,normal,
2089,0,normal,
2090,0,normal,
2091,0,normal,
2092,0,normal,
2093,0,normal,
2094,0,normal,
2095,0,normal,
2096,0,normal,
2097,0,normal,
2098,0,normal,
2099,0,normal,
2100,0,normal,
2101,0,normal,
2102,0,normal,
2103,0,normal,
2104,0,normal,
2105,0,normal,
2106,0,normal,
2107,0,normal,
2108,0,normal,
2109,0,normal,
2110,0,normal,
2111,0,normal,
2112,0,normal,
2113,0,normal,
2114,0,normal,
2115,0,normal,
2116,0,normal,
2117,0,normal,
2118,0,normal,
2119,0,normal,
2120,0,normal,
2121,0,normal,
2122,0,normal,
2123,0,normal,
2124,0,normal,
2125,0,normal,
2126,0,normal,
2127,0,normal,
2128,0,normal,
2129,0,normal,
2130,0,normal,
2131,0,normal,
2132,0,normal,
2133,0,normal,
2134,0,normal,
2135,0,normal,
2136,0,normal,
2137,0,normal,
2138,0,normal,
2139,0,normal,
2140,0,normal,
2141,0,normal,
2142,0,normal,
2143,0,normal,
2144,0,normal,
2145,0,normal,
2146,0,normal,
2147,0,normal,
2148,0,normal,
2149,0,normal,
2150,0,normal,
2151,0,normal,
2152,0,normal,
2153,0,normal,
2154,0,normal,
2155,0,normal,
2156,0,normal,
2157,0,normal,
2158,0,normal,
2159,0,normal,
2160,0,normal,
2161,0,normal,
2162,0,normal,
2163,0,normal,
2164,0,normal,
2165,0,normal,
2166,0,normal,
2167,0,normal,
2168,0,normal,
2169,0,normal,
2170,0,normal,
2171,0,normal,
2172,0,normal,
2173,0,normal,
2174,0,normal,
2175,0,normal,
2176,0,normal,
2177,0,normal,
2178,0,normal,
2179,0,normal,
2180,0,normal,
2181,0,normal,
2182,0,normal,
2183,0,normal,
2184,0,normal,
2185,0,normal,
2186,0,normal,
2187,0,normal,
2188,0,normal,
2189,0,normal,
2190,0,normal,
2191,0,normal,
2192,0,normal,
2193,0,normal,
2194,0,normal,
2195,0,normal,
2196,0,normal,
2197,0,normal,
2198,0,normal,
2199,0,normal,
2200,0,normal,
2201,0,normal,
2202,0,normal,
2203,0,normal,
2204,0,normal,
2205,0,normal,
2206,0,normal,
2207,0,normal,
2208,0,normal,
2209,0,normal,
2210,0,normal,
2211,0,normal,
2212,0,normal,
2213,0,normal,
2214,0,normal,
2215,0,normal,
2216,0,normal,
2217,0,normal,
2218,0,normal,
2219,0,normal,
2220,0,normal,
2221,0,normal,
2222,0,normal,
2223,0,normal,
2224,0,normal,
2225,0,normal,
2226,0,normal,
2227,0,normal,
2228,0,normal,
2229,0,normal,
2230,0,normal,
2231,0,normal,
2232,0,normal,
2233,0,normal,
2234,0,normal,
2235,0,normal,
2236,0,normal,
2237,0,normal,
2238,0,normal,
2239,0,normal,
2240,0,normal,
2241,0,normal,
2242,0,normal,
2243,0,normal,
2244,0,normal,
2245,0,normal,
2246,0,normal,
2247,0,normal,
2248,0,normal,
2249,0,normal,
2250,0,normal,
2251,0,normal,
2252,0,normal,
2253,0,normal,
2254,0,normal,
2255,0,normal,
2256,0,normal,
2257,0,normal,
2258,0,normal,
2259,0,normal,
2260,0,normal,
2261,0,normal,
2262,0,normal,
2263,0,normal,
2264,0,normal,
2265,0,normal,
2266,0,normal,
2267,0,normal,
2268,0,normal,
2269,0,normal,
2270,0,normal,
2271,0,normal,
2272,0,normal,
2273,0,normal,
2274,0,normal,
2275,0,normal,
2276,0,normal,
2277,0,normal,
2278,0,normal,
2279,0,normal,
2280,0,normal,
2281,0,normal,
2282,0,normal,
2283,0,normal,
2284,0,normal,
2285,0,normal,
2286,0,normal,
2287,0,normal,
2288,0,normal,
2289,0,normal,
2290,0,normal,
2291,0,normal,
2292,0,normal,
2293,0,normal,
2294,0,normal,
2295,0,normal,
2296,0,normal,
2297,0,normal,
2298,0,normal,
2299,0,normal,
2300,0,normal,
2301,0,normal,
2302,0,normal,
2303,0,normal,
2304,0,normal,
2305,0,normal,
2306,0,normal,
2307,0,normal,
2308,0,normal,
2309,0,normal,
2310,0,normal,
2311,0,normal,
2312,0,normal,
2313,0,normal,
2314,0,normal,
2315,0,normal,
2316,0,normal,
2317,0,normal,
2318,0,normal,
2319,0,normal,
2320,0,normal,
2321,0,normal,
2322,0,normal,
2323,0,normal,
2324,0,normal,
2325,0,normal,
2326,0,normal,
2327,0,normal,
2328,0,normal,
2329,0,normal,
2330,0,normal,
2331,0,normal,
2332,0,normal,
2333,0,normal,
2334,0,normal,
2335,0,normal,
2336,0,normal,
2337,0,normal,
2338,0,normal,
2339,0,normal,
2340,0,normal,
2341,0,normal,
2342,0,normal,
2343,0,normal,
2344,0,normal,
2345,0,normal,
2346,0,normal,
2347,0,normal,
2348,0,normal,
2349,0,normal,
2350,0,normal,
2351,0,normal,
2352,0,normal,
2353,0,normal,
2354,0,normal,
2355,0,normal,
2356,0,normal,
2357,0,normal,
2358,0,normal,
2359,0,normal,
2360,0,normal,
2361,0,normal,
2362,0,normal,
2363,0,normal,
2364,0,normal,
2365,0,normal,
2366,0,normal,
2367,0,normal,
2368,0,normal,
2369,0,normal,
2370,0,normal,
2371,0,normal,
2372,0,normal,
2373,0,normal,
2374,0,normal,
2375,0,normal,
2376,0,normal,
2377,0,normal,
2378,0,normal,
2379,0,normal,
2380,0,normal,
2381,0,normal,
2382,0,normal,
2383,0,normal,
2384,0,normal,
2385,0,normal,
2386,0,normal,
2387,0,normal,
2388,0,normal,
2389,0,normal,
2390,0,normal,
2391,0,normal,
2392,0,normal,
2393,0,normal,
2394,0,normal,
2395,0,normal,
2396,0,normal,
2397,0,normal,
2398,0,normal,
2399,0,normal,
2400,0,normal,
2401,0,normal,
2402,0,normal,
2403,0,normal,
2404,0,normal,
2405,0,normal,
2406,0,normal,
2407,0,normal,
2408,0,normal,
2409,0,normal,
2410,0,normal,
2411,0,normal,
2412,0,normal,
2413,0,normal,
2414,0,normal,
2415,0,normal,
2416,0,normal,
2417,0,normal,
2418,0,normal,
2419,0,normal,
2420,0,normal,
2421,0,normal,
2422,0,normal,
2423,0,normal,
2424,0,normal,
2425,0,normal,
2426,0,normal,
2427,0,normal,
2428,0,normal,
2429,0,normal,
2430,0,normal,
2431,0,normal,
2432,0,normal,
2433,0,normal,
2434,0,normal,
2435,0,normal,
2436,0,normal,
2437,0,normal,
2438,0,normal,
2439,0,normal,
2440,0,normal,
2441,0,normal,
2442,0,normal,
2443,0,normal,
2444,0,normal,
2445,0,normal,
2446,0,normal,
2447,0,normal,
2448,0,normal,
2449,0,normal,
2450,0,normal,
2451,0,normal,
2452,0,normal,
2453,0,normal,
2454,0,normal,
2455,0,normal,
2456,0,normal,
2457,0,normal,
2458,0,normal,
2459,0,normal,
2460,0,normal,
2461,0,normal,
2462,0,normal,
2463,0,normal,
2464,0,normal,
2465,0,normal,
2466,0,normal,
2467,0,normal,
2468,0,normal,
2469,0,normal,
2470,0,normal,
2471,0,normal,
2472,0,normal,
2473,0,normal,
2474,0,normal,
2475,0,normal,
2476,0,normal,
2477,0,normal,
2478,0,normal,
2479,0,normal,
2480,0,normal,
2481,0,normal,
2482,0,normal,
2483,0,normal,
2484,0,normal,
2485,0,normal,
2486,0,normal,
2487,0,normal,
2488,0,normal,
2489,0,normal,
2490,0,normal,
2491,0,normal,
2492,0,normal,
2493,0,normal,
2494,0,normal,
2495,0,normal,
2496,0,normal,
2497,0,normal,
2498,0,normal,
2499,0,normal,
2500,0,normal,
2501,0,normal,
2502,0,normal,
2503,0,normal,
2504,0,normal,
2505,0,normal,
2506,0,normal,
2507,0,normal,
2508,0,normal,
2509,0,normal,
2510,0,normal,
2511,0,normal,
2512,0,normal,
2513,0,normal,
2514,0,normal,
2515,0,normal,
2516,0,normal,
2517,0,normal,
2518,0,normal,
2519,0,normal,
2520,0,normal,
2521,0,normal,
2522,0,normal,
2523,0,normal,
2524,0,normal,
2525,0,normal,
2526,0,normal,
2527,0,normal,
2528,0,normal,
2529,0,normal,
2530,0,normal,
2531,0,normal,
2532,0,normal,
2533,0,normal,
2534,0,normal,
2535,0,normal,
2536,0,normal,
2537,0,normal,
2538,0,normal,
2539,0,normal,
2540,0,normal,
2541,0,normal,
2542,0,normal,
2543,0,normal,
2544,0,normal,
2545,0,normal,
2546,0,normal,
2547,0,normal,
2548,0,normal,
2549,0,normal,
2550,0,normal,
2551,0,normal,
2552,0,normal,
2553,0,normal,
2554,0,normal,
2555,0,normal,
2556,0,normal,
2557,0,normal,
2558,0,normal,
2559,0,normal,
2560,0,normal,
2561,0,normal,
2562,0,normal,
2563,0,normal,
2564,0,normal,
2565,0,normal,
2566,0,normal,
2567,0,normal,
2568,0,normal,
2569,0,normal,
2570,0,normal,
2571,0,normal,
2572,0,normal,
2573,0,normal,
2574,0,normal,
2575,0,normal,
2576,0,normal,
2577,0,normal,
2578,0,normal,
2579,0,normal,
2580,0,normal,
2581,0,normal,
2582,0,normal,
2583,0,normal,
2584,0,normal,
2585,0,normal,
2586,0,normal,
2587,0,normal,
2588,0,normal,
2589,0,normal,
2590,0,normal,
2591,0,normal,
2592,0,normal,
2593,0,normal,
2594,0,normal,
2595,0,normal,
2596,0,normal,
2597,0,normal,
2598,0,normal,
2599,0,normal,
2600,0,normal,
2601,0,normal,
2602,0,normal,
2603,0,normal,
2604,0,normal,
2605,0,normal,
2606,0,normal,
2607,0,normal,
2608,0,normal,
2609,0,normal,
2610,0,normal,
2611,0,normal,
2612,0,normal,
2613,0,normal,
2614,0,normal,
2615,0,normal,
2616,0,normal,
2617,0,normal,
2618,0,normal,
2619,0,normal,
2620,0,normal,
2621,0,normal,
2622,0,normal,
2623,0,normal,
2624,0,normal,
2625,0,normal,
2626,0,normal,
2627,0,normal,
2628,0,normal,
2629,0,normal,
2630,0,normal,
2631,0,normal,
2632,0,normal,
2633,0,normal,
2634,0,normal,
2635,0,normal,
2636,0,normal,
2637,0,normal,
2638,0,normal,
2639,0,normal,
2640,0,normal,
2641,0,normal,
2642,0,normal,
2643,0,normal,
2644,0,normal,
2645,0,normal,
2646,0,normal,
2647,0,normal,
2648,0,normal,
2649,0,normal,
2650,0,normal,
2651,0,normal,
2652,0,normal,
2653,0,normal,
2654,0,normal,
2655,0,normal,
2656,0,normal,
2657,0,normal,
2658,0,normal,
2659,0,normal,
2660,0,normal,
2661,0,normal,
2662,0,normal,
2663,0,normal,
2664,0,normal,
2665,0,normal,
2666,0,normal,
2667,0,normal,
2668,0,normal,
2669,0,normal,
2670,0,normal,
2671,0,normal,
2672,0,normal,
2673,0,normal,
2674,0,normal,
2675,0,normal,
2676,0,normal,
2677,0,normal,
2678,0,normal,
2679,0,normal,
2680,0,normal,
2681,0,normal,
2682,0,normal,
2683,0,normal,
2684,0,normal,
2685,0,normal,
2686,0,normal,
2687,0,normal,
2688,0,normal,
2689,0,normal,
2690,0,normal,
2691,0,normal,
2692,0,normal,
2693,0,normal,
2694,0,normal,
2695,0,normal,
2696,0,normal,
2697,0,normal,
2698,0,normal,
2699,0,normal,
2700,0,normal,
2701,0,normal,
2702,0,normal,
2703,0,normal,
2704,0,normal,
2705,0,normal,
2706,0,normal,
2707,0,normal,
2708,0,normal,
2709,0,normal,
2710,0,normal,
2711,0,normal,
2712,0,normal,
2713,0,normal,
2714,0,normal,
2715,0,normal,
2716,0,normal,
2717,0,normal,
2718,0,normal,
2719,0,normal,
2720,0,normal,
2721,0,normal,
2722,0,normal,
2723,0,normal,
2724,0,normal,
2725,0,normal,
2726,0,normal,
2727,0,normal,
2728,0,normal,
2729,0,normal,
2730,0,normal,
2731,0,normal,
2732,0,normal,
2733,0,normal,
2734,0,normal,
2735,0,normal,
2736,0,normal,
2737,0,normal,
2738,0,normal,
2739,0,normal,
2740,0,normal,
2741,0,normal,
2742,0,normal,
2743,0,normal,
2744,0,normal,
2745,0,normal,
2746,0,normal,
2747,0,normal,
2748,0,normal,
2749,0,normal,
2750,0,normal,
2751,0,normal,
2752,0,normal,
2753,0,normal,
2754,0,normal,
2755,0,normal,
2756,0,normal,
2757,0,normal,
2758,0,normal,
2759,0,normal,
2760,0,normal,
2761,0,normal,
2762,0,normal,
2763,0,normal,
2764,0,normal,
2765,0,normal,
2766,0,normal,
2767,0,normal,
2768,0,normal,
2769,0,normal,
2770,0,normal,
2771,0,normal,
2772,0,normal,
2773,0,normal,
2774,0,normal,
2775,0,normal,
2776,0,normal,
2777,0,normal,
2778,0,normal,
2779,0,normal,
2780,0,normal,
2781,0,normal,
2782,0,normal,
2783,0,normal,
2784,0,normal,
2785,0,normal,
2786,0,normal,
2787,0,normal,
2788,0,normal,
2789,0,normal,
2790,0,normal,
2791,0,normal,
2792,0,normal,
2793,0,normal,
2794,0,normal,
2795,0,normal,
2796,0,normal,
2797,0,normal,
2798,0,normal,
2799,0,normal,
2800,0,normal,
2801,0,normal,
2802,0,normal,
2803,0,normal,
2804,0,normal,
2805,0,normal,
2806,0,normal,
2807,0,normal,
2808,0,normal,
2809,0,normal,
2810,0,normal,
2811,0,normal,
2812,0,normal,
2813,0,normal,
2814,0,normal,
2815,0,normal,
2816,0,normal,
2817,0,normal,
2818,0,normal,
2819,0,normal,
2820,0,normal,
2821,0,normal,
2822,0,normal,
2823,0,normal,
2824,0,normal,
2825,0,normal,
2826,0,normal,
2827,0,normal,
2828,0,normal,
2829,0,normal,
2830,0,normal,
2831,0,normal,
2832,0,normal,
2833,0,normal,
2834,0,normal,
2835,0,normal,
2836,0,normal,
2837,0,normal,
2838,0,normal,
2839,0,normal,
2840,0,normal,
2841,0,normal,
2842,0,normal,
2843,0,normal,
2844,0,normal,
2845,0,normal,
2846,0,normal,
2847,0,normal,
2848,0,normal,
2849,0,normal,
2850,0,normal,
2851,0,normal,
2852,0,normal,
2853,0,normal,
2854,0,normal,
2855,0,normal,
2856,0,normal,
2857,0,normal,
2858,0,normal,
2859,0,normal,
2860,0,normal,
2861,0,normal,
2862,0,normal,
2863,0,normal,
2864,0,normal,
2865,0,normal,
2866,0,normal,
2867,0,normal,
2868,0,normal,
2869,0,normal,
2870,0,normal,
2871,0,normal,
2872,0,normal,
2873,0,normal,
2874,0,normal,
2875,0,normal,
2876,0,normal,
2877,0,normal,
2878,0,normal,
2879,0,normal,
2880,0,normal,
2881,0,normal,
2882,0,normal,
2883,0,normal,
2884,0,normal,
2885,0,normal,
2886,0,normal,
2887,0,normal,
2888,0,normal,
2889,0,normal,
2890,0,normal,
2891,0,normal,
2892,0,normal,
2893,0,normal,
2894,0,normal,
2895,0,normal,
2896,0,normal,
2897,0,normal,
2898,0,normal,
2899,0,normal,
2900,0,normal,
2901,0,normal,
2902,0,normal,
2903,0,normal,
2904,0,normal,
2905,0,normal,
2906,0,normal,
2907,0,normal,
2908,0,normal,
2909,0,normal,
2910,0,normal,
2911,0,normal,
2912,0,normal,
2913,0,normal,
2914,0,normal,
2915,0,normal,
2916,0,normal,
2917,0,normal,
2918,0,normal,
2919,0,normal,
2920,0,normal,
2921,0,normal,
2922,0,normal,
2923,0,normal,
2924,0,normal,
2925,0,normal,
2926,0,normal,
2927,0,normal,
2928,0,normal,
2929,0,normal,
2930,0,normal,
2931,0,normal,
2932,0,normal,
2933,0,normal,
2934,0,normal,
2935,0,normal,
2936,0,normal,
2937,0,normal,
2938,0,normal,
2939,0,normal,
2940,0,normal,
2941,0,normal,
2942,0,normal,
2943,0,normal,
2944,0,normal,
2945,0,normal,
2946,0,normal,
2947,0,normal,
2948,0,normal,
2949,0,normal,
2950,0,normal,
2951,0,normal,
2952,0,normal,
2953,0,normal,
2954,0,normal,
2955,0,normal,
2956,0,normal,
2957,0,normal,
2958,0,normal,
2959,0,normal,
2960,0,normal,
2961,0,normal,
2962,0,normal,
2963,0,normal,
2964,0,normal,
2965,0,normal,
2966,0,normal,
2967,0,normal,
2968,0,normal,
2969,0,normal,
2970,0,normal,
2971,0,normal,
2972,0,normal,
2973,0,normal,
2974,0,normal,
2975,0,normal,
2976,0,normal,
2977,0,normal,
2978,0,normal,
2979,0,normal,
2980,0,normal,
2981,0,normal,
2982,0,normal,
2983,0,normal,
2984,0,normal,
2985,0,normal,
2986,0,normal,
2987,0,normal,
2988,0,normal,
2989,0,normal,
2990,0,normal,
2991,0,normal,
2992,0,normal,
2993,0,normal,
2994,0,normal,
2995,0,normal,
2996,0,normal,
2997,0,normal,
2998,0,normal,
2999,0,normal,
3000,0,normal,
3001,0,normal,
3002,0,normal,
3003,0,normal,
3004,0,normal,
3005,0,normal,
3006,0,normal,
3007,0,normal,
3008,0,normal,
3009,0,normal,
3010,0,normal,
3011,0,normal,
3012,0,normal,
3013,0,normal,
3014,0,normal,
3015,0,normal,
3016,0,normal,
3017,0,normal,
3018,0,normal,
3019,0,normal,
3020,0,normal,
3021,0,normal,
3022,0,normal,
3023,0,normal,
3024,0,normal,
3025,0,normal,
3026,0,normal,
3027,0,normal,
3028,0,normal,
3029,0,normal,
3030,0,normal,
3031,0,normal,
3032,0,normal,
3033,0,normal,
3034,0,normal,
3035,0,normal,
3036,0,normal,
3037,0,normal,
3038,0,normal,
3039,0,normal,
3040,0,normal,
3041,0,normal,
3042,0,normal,
3043,0,normal,
3044,0,normal,
3045,0,normal,
3046,0,normal,
3047,0,normal,
3048,0,normal,
3049,0,normal,
3050,0,normal,
3051,0,normal,
3052,0,normal,
3053,0,normal,
3054,0,normal,
3055,0,normal,
3056,0,normal,
3057,0,normal,
3058,0,normal,
3059,0,normal,
3060,0,normal,
3061,0,normal,
3062,0,normal,
3063,0,normal,
3064,0,normal,
3065,0,normal,
3066,0,normal,
3067,0,normal,
3068,0,normal,
3069,0,normal,
3070,0,normal,
3071,0,normal,
3072,0,normal,
3073,0,normal,
3074,0,normal,
3075,0,normal,
3076,0,normal,
3077,0,normal,
3078,0,normal,
3079,0,normal,
3080,0,normal,
3081,0,normal,
3082,0,normal,
3083,0,normal,
3084,0,normal,
3085,0,normal,
3086,0,normal,
3087,0,normal,
3088,0,normal,
3089,0,normal,
3090,0,normal,
3091,0,normal,
3092,0,normal,
3093,0,normal,
3094,0,normal,
3095,0,normal,
3096,0,normal,
3097,0,normal,
3098,0,normal,
3099,0,normal,
3100,0,normal,
3101,0,normal,
3102,0,normal,
3103,0,normal,
3104,0,normal,
3105,0,normal,
3106,0,normal,
3107,0,normal,
3108,0,normal,
3109,0,normal,
3110,0,normal,
3111,0,normal,
3112,0,normal,
3113,0,normal,
3114,0,normal,
3115,0,normal,
3116,0,normal,
3117,0,normal,
3118,0,normal,
3119,0,normal,
3120,0,normal,
3121,0,normal,
3122,0,normal,
3123,0,normal,
3124,0,normal,
3125,0,normal,
3126,0,normal,
3127,0,normal,
3128,0,normal,
3129,0,normal,
3130,0,normal,
3131,0,normal,
3132,0,normal,
3133,0,normal,
3134,0,normal,
3135,0,normal,
3136,0,normal,
3137,0,normal,
3138,0,normal,
3139,0,normal,
3140,0,normal,
3141,0,normal,
3142,0,normal,
3143,0,normal,
3144,0,normal,
3145,0,normal,
3146,0,normal,
3147,0,normal,
3148,0,normal,
3149,0,normal,
3150,0,normal,
3151,0,normal,
3152,0,normal,
3153,0,normal,
3154,0,normal,
3155,0,normal,
3156,0,normal,
3157,0,normal,
3158,0,normal,
3159,0,normal,
3160,0,normal,
3161,0,normal,
3162,0,normal,
3163,0,normal,
3164,0,normal,
3165,0,normal,
3166,0,normal,
3167,0,normal,
3168,0,normal,
3169,0,normal,
3170,0,normal,
3171,0,normal,
3172,0,normal,
3173,0,normal,
3174,0,normal,
3175,0,normal,
3176,0,normal,
3177,0,normal,
3178,0,normal,
3179,0,normal,
3180,0,normal,
3181,0,normal,
3182,0,normal,
3183,0,normal,
3184,0,normal,
3185,0,normal,
3186,0,normal,
3187,0,normal,
3188,0,normal,
3189,0,normal,
3190,0,normal,
3191,0,normal,
3192,0,normal,
3193,0,normal,
3194,0,normal,
3195,0,normal,
3196,0,normal,
3197,0,normal,
3198,0,normal,
3199,0,normal,
3200,0,normal,
3201,0,normal,
3202,0,normal,
3203,0,normal,
3204,0,normal,
3205,0,normal,
3206,0,normal,
3207,0,normal,
3208,0,normal,
3209,0,normal,
3210,0,normal,
3211,0,normal,
3212,0,normal,
3213,0,normal,
3214,0,normal,
3215,0,normal,
3216,0,normal,
